93ceea7f-a569-414d-8ade-66dafebb8289, 115,629,150,Moshe
b89d29fe-8c34-40a6-aa39-10758eebc98b, 955,632,913,Moshe
5dbcd1e5-3f61-45b8-b4c6-7f20e4ad5148, 214,951,109,Moshe
1d74969d-67bf-4714-8140-f6b35186c765, 245,3,697,Moshe
a8c9cab1-f96e-48d9-8629-c1764e627bc3, 166,971,524,Moshe
01fb084f-0bd6-4fd3-b0a7-f9e796ff83ef, 12,48,136,Moshe
1604846b-8352-4dff-90ec-e1eec451e75c, 51,494,971,Moshe
2686599b-031f-43bd-81ee-1bf3405a9851, 236,951,514,Moshe
43a9dc33-4b14-4422-8773-f46cfcc6086e, 104,770,868,Moshe
20f75008-3d2a-4713-9ec5-fc7b0740dc08, 697,860,392,Moshe
e8fb8759-6813-45ec-bb6b-dbc269c745c0, 197,534,674,Moshe
c5528778-501e-431d-801b-a6dee98f14b8, 904,677,995,Moshe
d5dd94fa-f862-4bb3-8d6f-9844e7247dce, 207,627,659,Moshe
dcac75ac-5ed0-443c-9da4-4f7d5cf82b27, 947,498,210,Moshe
4dd35ac5-55b7-4209-848a-dafd5ecef5e0, 146,237,519,Moshe
03632b54-8407-44b4-8bb9-ffe9c3b0a576, 224,334,591,Moshe
7a0c1870-7f4c-41de-8aa1-ca2846a23d5a, 399,530,500,Moshe
4c901521-2a42-4a01-a11c-cf5a65bddef6, 153,99,648,Moshe
b4b45163-4375-4835-b8e1-33c35e1cf879, 3,877,676,Moshe
585d2c83-3d7c-4b12-8889-9f2816a72149, 635,851,860,Moshe
575f7f84-a2ff-4bd1-962b-a3c37a4ea559, 45,515,91,Moshe
24c0a78f-3c54-44ab-8247-807c188fff2c, 716,48,467,Moshe
d3af5fce-c1cc-4c9e-b6c9-27b8054450c3, 24,260,294,Moshe
46b58b95-dddf-4384-8dce-14cf74b06658, 528,803,420,Moshe
06950092-a3f2-46bb-894d-c29d36f0ece7, 475,103,994,Moshe
69ad4536-a3c9-4872-a41f-d928897356f3, 762,91,715,Moshe
7c8ed004-59e4-4078-a776-37b7fd71e888, 993,879,436,Moshe
5bd0595c-f4c0-4545-b7ce-695acc538c9b, 278,298,331,Moshe
8e976a6a-7a0f-4a02-983b-2349d28a79a1, 890,44,435,Moshe
aff0817a-c66d-4050-b81c-62b2abcf6458, 26,902,799,Moshe
2ed295a4-f041-436d-a99a-ef3564710c91, 319,571,774,Moshe
f9386bca-515c-4ae4-9e93-36eb01b5e640, 797,902,982,Moshe
d1d0794c-f3de-4f2e-ba30-6ef1f3104041, 119,429,189,Moshe
60a8ce15-5ce6-456e-94cf-3ea881aef185, 53,201,74,Moshe
30022b72-600a-4ef5-8d8f-1fcb8b983f71, 298,870,725,Moshe
3e327e46-624f-4416-95ef-98788e00fb84, 80,677,995,Moshe
7f6d3017-35f7-40c1-9598-3d690c0bd0d8, 653,240,787,Moshe
1e4e1351-704f-44ce-8248-a4a094f5dc00, 960,640,971,Moshe
7cc314bd-d9a8-4323-a745-24881f44f190, 425,766,217,Moshe
fef9543a-0d75-460c-8795-db6242fe5174, 758,824,4,Moshe
dd2acd00-7496-4d20-bf8b-7cac9b64b2ce, 33,996,357,Moshe
bf5486b8-916f-4de8-8cac-efc19ee0ab72, 493,209,233,Moshe
12514b6a-c552-441c-a16e-d6a2cba23989, 644,677,199,Moshe
2337e933-157f-4baf-8c3e-6e197da258ed, 13,643,660,Moshe
11423e95-2571-408b-9d4d-08f8a2c4cbd4, 527,941,678,Moshe
1516778f-f99e-4f10-b235-76060648e80e, 362,979,427,Moshe
0f6d98f2-9054-48d7-9a3e-80584a60e01a, 604,810,366,Moshe
ac695f3e-0703-4308-ab40-14850a51e2fc, 439,372,662,Moshe
c0e4edfe-00b2-4b17-a7e0-e057bbc36315, 12,358,929,Moshe
b862b96a-b1c8-4c73-8080-661a6170d29c, 802,373,137,Moshe
40ecd587-5d6a-432a-9c60-558a00157029, 765,360,603,Moshe
76be1b77-6e2b-4053-8176-25ecf5039059, 185,21,204,Moshe
885c91d5-682a-4603-9aec-8e8b6f1b1997, 716,803,661,Moshe
855f5685-bfc2-4e6d-8978-0a78181144ed, 492,435,998,Moshe
62b54b35-8b63-4b80-9fe3-a3d07548e30f, 797,641,596,Moshe
d982adff-a69e-47e7-8d93-9422cb422a0a, 128,433,698,Moshe
09c2393d-2535-40dc-86f3-36abd20a47c0, 293,63,785,Moshe
e7e1c8d6-33a8-49ad-8b2e-26ad99b3a4d1, 789,154,14,Moshe
1bdb01d6-4181-4adc-9a3e-1b4cf005dd7a, 637,592,625,Moshe
c35562ea-9256-4547-b04e-2256285302f9, 694,482,850,Moshe
d57a5868-09e4-42b8-8f27-06e8193361c9, 303,840,305,Moshe
4a44bd5a-97d7-4f3a-858f-296ccb3a2e7d, 62,246,284,Moshe
d63deec7-165a-40f4-ade0-56c1556d6830, 57,342,921,Moshe
cdb6cbfe-55de-4723-8eae-e1a880c979ea, 474,645,177,Moshe
6e88f635-db51-441b-890a-c3413765b06b, 765,112,376,Moshe
6726eecc-cfe3-4c0c-80ba-5f5815e7c749, 366,641,730,Moshe
baeef77e-5009-43a2-8ae7-a1c111e2523a, 67,883,923,Moshe
d57076d1-ef64-42ec-a54a-ee6bc13bd193, 232,509,310,Moshe
09bd46d0-1007-4a87-ae2f-baece12a82a2, 350,975,206,Moshe
2c1c7806-65d8-474c-8f9a-92a3f183ce56, 589,547,427,Moshe
b84a408c-4aed-41b8-8f7b-28732a87a728, 578,23,321,Moshe
183ea5b9-a9a0-4928-8c68-079a76be2f33, 809,190,593,Moshe
151528ae-0035-42fd-9c31-c2d30d25c12c, 694,735,395,Moshe
113d5a72-91ba-4da3-b174-946d23a71fe2, 312,71,91,Moshe
a7452c02-5640-4293-a6f0-608faf0eda6b, 775,818,417,Moshe
5b536a80-1f38-4780-87c3-989e3f34ab81, 609,24,43,Moshe
b1051a0d-496a-493a-b4f1-72a1a4704ecc, 637,271,950,Moshe
85e68aa4-5e24-4ad9-9a28-aa1852453cde, 893,627,597,Moshe
16887cf7-fa1c-41bb-b536-ecad5b0ce84b, 925,71,332,Moshe
847f67e8-159b-4927-af65-ad6252a89843, 993,710,270,Moshe
9058b13e-ac64-4fed-8bbf-9f3f05a932af, 79,466,794,Moshe
538a2cc4-37f1-4b8c-b02f-26c01bf3220d, 495,895,622,Moshe
eef7b814-b121-4054-9c6a-0bfffe1cc868, 854,954,921,Moshe
fc9256ec-0203-4355-838a-40007d20a9b4, 781,671,904,Moshe
8c3d140c-3b73-47ed-bc61-a6a18d02316b, 336,753,813,Moshe
d03fc098-d809-43c1-b2ac-62e41fee410a, 832,455,690,Moshe
66233ed3-8394-45c3-b26a-b945ef9aafd2, 891,740,951,Moshe
26a26d1f-4108-46ba-ae6e-baa44dd5111e, 164,951,276,Moshe
879dda20-c1b1-4046-ac40-a3cd768804cc, 475,683,394,Moshe
d34ee360-7200-443a-8ca0-848911b70da9, 722,882,119,Moshe
8c3f0525-1c1e-4df2-b704-e390c4939d6a, 262,700,26,Moshe
6b2efc2e-a528-4c24-b619-f8ef790e3159, 125,234,603,Moshe
1f291593-d79f-4a7a-ad7d-692a67b5a7ce, 296,281,921,Moshe
2127a4ab-9e6f-49f9-a756-ce861729c409, 793,754,68,Moshe
ebfb8302-7cd7-4ae1-acc6-5940f413fdd5, 120,854,599,Moshe
87a54952-baac-4376-abaf-d8655186c7f4, 47,558,873,Moshe
741f82f7-289b-4e02-a6d3-03a14f01aaa4, 783,94,614,Moshe
2b73dc7b-5ac5-41fb-8b08-9a4f4cd46ea4, 640,102,968,Moshe
fba881a4-0329-4559-8e1f-8c832ee7f1f6, 317,913,514,Moshe
d33937df-f13c-4574-9db0-3a55eef55ef8, 518,20,213,Moshe
918dfe85-a496-4a9e-a546-e0d778710937, 229,132,73,Moshe
9126c6c1-48a2-44d6-809b-f04df3fb414b, 802,520,969,Moshe
367fec86-b8a1-4c42-8582-0c4d566ad4ee, 879,211,519,Moshe
f3e385a6-477e-461c-891f-65e23b508fcc, 210,537,175,Moshe
9447a92a-d895-46fb-aed8-8ee7ac71aa0b, 768,99,985,Moshe
a5588593-abf7-46bc-9bcd-f8e24cf864b8, 883,44,97,Moshe
fb14663b-47a2-4fff-9396-0a29fd169a88, 676,429,125,Moshe
2b359682-51d3-4c37-b958-57ff983df0dd, 519,938,789,Moshe
0628871e-115c-4e8c-b806-463188080bca, 503,620,598,Moshe
09090a32-e412-4e67-861f-8e4331f1297c, 56,806,319,Moshe
731876f0-04dd-4c3d-892e-ddad28bf98c5, 89,776,261,Moshe
ead5e761-ee16-4876-9cde-a84ebeb0fb21, 708,565,622,Moshe
5a756401-833c-4242-b638-b1be941b4d6b, 994,317,335,Moshe
a0bae3bf-e927-4ebb-9c4c-e2ed85c2095c, 628,166,348,Moshe
1b973fda-8e87-4a64-a625-4a3a5cf86660, 355,574,555,Moshe
9d00161d-0ec8-4977-a381-715cf6e1129e, 440,871,4,Moshe
3d82c76d-176c-424f-97d8-1bb1e193a920, 982,432,870,Moshe
7c892262-4639-4d3a-9a7a-6d464350c999, 417,840,590,Moshe
a16ec9b0-ab78-4262-ad7b-f66652ce3a46, 88,709,193,Moshe
8568cf32-ba65-462b-840d-21c89321b0b6, 282,299,898,Moshe
8fbf00cb-67f2-48b2-958a-a0d204982ce9, 372,824,403,Moshe
955c8780-7e81-4d42-a031-9385f24cf55c, 200,121,759,Moshe
