b9a1e8ef-8259-4ff8-8ef5-7e3ce4624dec, 884,583,412,Yossi
620ed2b6-fc03-4de5-965a-8c4a8509824b, 116,731,280,Yossi
cca1b178-34c8-4100-aa0e-a6c1af68da33, 506,847,183,Yossi
b09d3b7b-e104-4ac6-afef-2408c4b3a164, 900,134,166,Yossi
59562be9-69e1-46e9-85ff-06372b881266, 716,232,18,Yossi
13e655c5-3d64-477b-942e-5954c9882a32, 773,831,834,Yossi
c9d47d68-6293-46dc-85a7-a356ff883ae3, 412,487,197,Yossi
3839184e-412b-4266-955c-6db290e8fea6, 889,668,610,Yossi
6f4a506e-6573-4770-8328-830e3d3bdbef, 136,917,913,Yossi
952f64c6-8edc-49b8-8d58-b256fe10c4ac, 306,771,651,Yossi
bced464a-4c21-4b4e-b680-eca0793e51df, 952,435,174,Yossi
64ff3056-147a-4512-b647-7ca1b516c057, 796,734,181,Yossi
a7941ff5-bea4-4418-81a3-9bd219dffb62, 868,779,903,Yossi
cfbfa156-ff45-4094-8a4d-353bced33186, 382,906,498,Yossi
40c0e7e0-6c30-436f-a272-e500bd848b1d, 600,829,420,Yossi
693e2a1c-2833-4d14-85e6-45d3338c04b8, 175,286,273,Yossi
3d5beace-8dae-4eab-9cb9-db3cb82adcfa, 357,590,802,Yossi
135f1577-d919-4a31-9c38-d5766eeda10c, 68,885,524,Yossi
6c615210-c5ad-409d-b944-93bfd9bd5101, 57,993,913,Yossi
4dfcc2cd-e410-4b2e-be50-a1a46d5e6659, 800,978,812,Yossi
bb676429-f810-4b04-9c6f-fc56915dd8d4, 366,201,76,Yossi
611ce70d-7d29-40c1-a800-f688ed8e9ddd, 530,946,698,Yossi
023fad19-fac4-441e-864e-d612d029c24c, 990,918,496,Yossi
26c64f03-6c50-41c5-9b31-9da104594ea6, 836,904,53,Yossi
ca740304-0f5d-48f2-9f0e-32583e27f70c, 930,31,579,Yossi
e7be92dd-cede-4d0e-9f11-4791bc05d79d, 698,290,838,Yossi
715aea2e-5129-4017-8d64-4ef4db5fd0f4, 191,959,632,Yossi
87b92ca5-d556-4c4c-9c52-7b1d8f2b9d1c, 641,947,181,Yossi
8c1e8f19-3620-4e0e-bcb5-48fb87713995, 848,885,548,Yossi
fd57a803-f1dd-4e2c-b388-0f90843101d3, 648,740,740,Yossi
25b55913-8225-4670-a5b1-7a87f6bb6c55, 266,68,799,Yossi
e9fca31e-a690-4472-ba49-89d7a89661b9, 92,17,705,Yossi
90a43e05-a09f-4be3-96ac-870ab72e0416, 422,70,881,Yossi
4aac0ce9-b308-45f2-978d-2f4226cf4aa9, 721,183,367,Yossi
4e255033-9ea3-4fc3-8778-b767f6c76d2a, 775,520,685,Yossi
b506dbd5-e04a-4f98-b4c7-bd7f5bce69c9, 749,137,855,Yossi
bd0ef40a-1f7d-4db2-b0e8-0d985c9b09b2, 943,358,704,Yossi
8719c4b8-3cb3-48de-aa67-ac0f0f45ea33, 76,610,19,Yossi
5f2b6848-b159-43ad-bc3a-eb4880ea332f, 181,724,253,Yossi
52b234d1-6333-4563-b982-bd151d63bf1d, 894,681,62,Yossi
a9acf911-f629-47af-aaff-597b436a1b39, 151,343,179,Yossi
e8e9c250-4a94-4294-9747-2fa0b3f8c275, 755,570,836,Yossi
38b3bb5e-6ead-4731-8978-b88ffdb6a63e, 253,839,14,Yossi
6b06ed15-8543-4318-abf1-81fd076d7438, 872,277,220,Yossi
b61901c1-38f9-4b97-b6cb-46949ce70229, 955,468,777,Yossi
104a5860-18c3-49c9-bc49-5ebd70fb7948, 266,864,428,Yossi
1a20a686-87f9-4b21-80b4-fbd34996a9d7, 495,99,749,Yossi
f7365d55-b9ed-439f-9e47-024abed839a8, 691,703,382,Yossi
17d84505-4077-489c-b06f-d538639b378a, 37,191,456,Yossi
